date,total_cases,pop,areaidx,polyid_city,yearx,urban,transportation,Cropland,Forest,Grassland,Shrub,elevation,in_migration,in_migration_norm,out_migration,out_migration_norm2,Tmean,Precipitation,Rh,Sun,cityid,countyid,year,month,logpop,polyid,cityx,Tmean_1m,Precipitation_1m,Rh_1m,Sun_1m,Tmean_2m,Precipitation_2m,Rh_2m,Sun_2m,Tmean_3m,Precipitation_3m,Rh_3m,Sun_3m,Tmean_4m,Precipitation_4m,Rh_4m,Sun_4m,Tmean_5m,Precipitation_5m,Rh_5m,Sun_5m,Tmean_6m,Precipitation_6m,Rh_6m,Sun_6m,Rh_06m,Sun_01m,Precipitation_02m,urban_log,transportation_log,out_migration_g,in_migration_g,Cropland_log,Grassland_g,Shrub_g,elevation_g,Precipitation_02m_log,Tmean_1m_g,Rh_3m_g,Sun_01m_g
2017/5/1,0,921.5,19,3,7,69.7,8595.46,354.9096,738.531,0.0873,0.1791,221.628304,2.381712503,0.758789848,2.64971196,0.806139205,22.75661876,78.14698919,77.73628532,150.3317869,330300,330381,2017,5,-2.384337595,52,10,18.11114102,119.4426884,76.89223135,152.7796201,12.35828989,222.0263864,79.80069017,91.66901058,10.02802674,35.25737754,70.72013281,132.1094446,10.89723367,46.40279916,76.46055616,96.67521848,12.68020075,17.73646108,75.25350875,118.7994463,16.39749418,132.3133608,80.77196578,77.84057004,76.80505291,151.5557035,139.8720213,4.258445573,9.05910577,0.808849682,0.762450687,5.874676766,0.072,0.1791,226.174007,4.947851828,18.0560877,71.14021505,153.2510823
2018/10/1,1,678,40,7,8,67.7,12952,343.908,545.7825,0.0063,0.0018,199.785967,2.392894684,0.661372198,2.4820992,0.728797838,18.40203389,57.66284365,68.19363622,166.729864,330700,330782,2018,10,-2.691193084,21,4,25.58792028,163.5154542,74.05253405,164.8820764,29.07184725,212.720567,72.81136836,213.8823466,29.10197519,114.8048691,71.57799123,228.4713322,25.51687827,192.1608569,75.34528673,142.7554475,23.89114913,209.0157657,74.78459199,134.3564767,19.0991484,165.0552986,67.32356281,154.1555457,72.0127102,165.8059702,144.632955,4.229749199,9.469082701,0.738062589,0.661372198,5.843277715,0.0189,9.00E-04,203.561224,4.981089449,25.72661673,71.85307176,166.0176124
2016/8/1,0,917.5,17,3,6,69,8485,225.3672,2338.4394,0.2169,0.207,420.668418,0.992841561,0.364216039,0.80434728,0.382994152,29.21354246,109.9163394,76.85377769,222.6945396,330300,330324,2016,8,-2.388687792,54,10,29.63115601,75.15502285,79.42711756,246.4676102,25.90687499,269.4800144,86.41658162,110.5209549,22.65560618,205.5477072,83.16802614,122.4768677,17.79517583,268.2746644,87.13283748,70.16429388,12.59812985,143.007251,74.75650368,130.1081118,9.160463671,79.11009809,72.26587174,131.4070369,80.00295942,234.5810749,151.5171256,4.248495242,9.046173026,0.390373939,0.357710246,5.42215846,0.2205,0.2034,419.8709655,5.027276888,29.55605406,83.24733558,232.2395179
2012/12/1,0,454.4,20,4,2,55.3,7863.2,363.492,0.1872,0.0324,0.0054,3.362198,1.529479626,0.305791566,0.721293429,0,6.166423229,123.6569954,72.55735709,107.8599304,330400,330402,2012,12,-3.091362505,12,3,12.1378419,116.0124477,73.06921422,140.5639729,19.4280346,36.93055268,69.35443548,202.1365317,23.30747223,124.4257519,74.01298944,166.6587817,28.52100611,225.5051363,77.09574232,198.3559834,29.83765648,90.71803326,71.16492676,257.1724155,24.67689567,230.9586058,81.46390618,104.8009603,74.10265307,124.2119517,92.19999859,4.030694535,8.970076094,0,0.309868979,5.898504603,0.0189,9.00E-04,12.105322,4.534747707,11.85068594,73.74085262,125.9366788
2015/3/1,0,782.5,11,2,5,71.1,11182.8,249.147,325.4328,0.0324,9.00E-04,82.268929,2.3244624,0.459548681,1.983672,0.456681824,11.32108024,130.4592364,77.86386384,116.3081945,330200,330212,2015,3,-2.54784645,36,6,7.674050751,103.8046082,76.19600716,100.875672,7.080118459,68.95180512,70.01224608,112.4344792,6.466127012,24.1754135,62.62515685,158.7360625,15.04372566,55.47894273,77.5489018,110.2851419,20.21063124,25.27622239,71.72987012,192.2379146,24.52238099,259.1551044,84.51645144,94.93482146,74.35607104,108.5919333,101.0718832,4.278054044,9.322221582,0.457776718,0.459548681,5.522048745,0.0189,9.00E-04,71.046186,4.625677303,7.959079288,62.56297355,106.8825258
2018/11/1,0,1125.4,4,1,8,77.4,16520.29,281.1303,2729.196,1.2528,0.4203,414.765947,4.52952648,0.513061393,6.51552498,0.360610695,13.84707504,109.069801,83.76991815,92.89643077,330100,330112,2018,11,-2.184446565,4,1,17.90750452,45.89440764,69.69690811,181.8313702,25.077014,156.4931846,76.84124693,163.3769853,28.96626412,197.9848208,75.56991776,221.3044865,29.04572999,132.4870086,76.00274012,238.496581,25.13423381,214.2508912,78.26088214,171.5162123,23.2073284,198.1421861,78.95502253,139.3076253,77.01380511,137.3639005,103.8191311,4.361823927,9.712405131,0.365615499,0.512607748,5.642369021,1.2528,0.4203,414.765947,4.652236304,18.0560877,75.48253272,139.6927838
2019/2/1,0,526,29,6,9,68.4,10222,196.5438,111.2436,0.0027,9.00E-04,36.857972,2.265177729,0.754704764,1.887563829,0.641010858,6.899064451,187.8523506,87.74602425,25.46284842,330600,330621,2019,2,-2.945039159,NA,8,6.304713839,105.0218003,81.92433601,69.12164312,7.984430869,134.6732919,85.00271442,39.13882152,14.49414549,94.84971158,84.10961485,89.31527923,18.140182,38.39803903,72.01978632,170.3913413,25.39735243,209.0281395,78.78083124,161.2773753,29.11205783,251.1224602,76.10510532,223.31669,80.81263034,47.29224577,142.5158143,4.239886868,9.232395363,0.638839034,0.762450687,5.285960332,0.0189,9.00E-04,36.857972,4.966445233,6.466127012,84.10961485,48.41611425
2023/1/1,0,671.2,50,9,13,64.8,13298,491.2902,1183.3299,0.153,0.1089,207.043223,1.524286219,0.788527625,2.179502013,1,7.972494383,47.51885863,76.46213901,86.99395093,331000,331082,2023,1,-2.701273217,47,9,7.681303898,65.41241317,76.46213901,123.2720895,17.04933223,130.4016212,72.68118184,148.4919078,19.69940059,29.79263614,69.06378561,147.5220391,25.17541449,204.0072897,71.84428375,135.9971453,30.06347701,61.77105625,67.7105728,264.196479,29.93830384,41.98092988,71.84428375,264.196479,72.29548368,105.1330202,81.11096433,4.186619838,9.495444123,1,0.793705726,6.19906838,0.1728,0.1053,203.561224,4.408071556,7.959079288,69.48806347,106.8825258
2020/11/1,0,1196.5,7,1,10,83.29,16919,219.7116,3738.8529,0.3573,0.1134,360.117794,4.18119948,0.342545454,4.06209276,0.411201288,14.60644132,46.27671446,75.64966734,134.0127381,330100,330127,2020,11,-2.123184465,1,1,18.51716249,37.61801848,73.02530436,132.1544198,22.9478504,225.6038938,78.95454665,107.3149623,29.7836013,64.00216344,71.21455195,228.1080128,26.70957248,419.3204118,87.35301906,90.34711496,25.77946203,443.0007163,86.86599831,84.24156791,22.97962529,207.4690005,76.32699677,138.7432481,78.48429778,133.083579,103.1662089,4.434263234,9.736251633,0.410358747,0.33534771,5.396856872,0.3762,0.1053,354.979839,4.645987786,18.74479219,71.14021505,133.6002306
2014/8/1,0,601.5,46,9,4,59.5,12283,227.1015,629.2179,0.2358,0.0225,125.606196,1.2104964,0.644405388,1.2128724,0.588605061,27.03085673,290.3037406,84.68306053,116.6015963,331000,331022,2014,8,-2.810913837,48,9,28.02168059,153.8894052,80.23039523,214.8295092,23.76431069,307.6080432,83.44466992,110.9836915,20.69404057,221.9361122,79.96596207,103.154803,16.25153639,142.2519951,77.91517581,109.2620512,12.00242689,135.8749162,75.1100779,132.4296008,7.559956382,146.1452189,79.4661664,68.1465779,80.11650112,165.7155528,250.6003963,4.102643365,9.416052882,0.588605061,0.643658664,5.429790705,0.2205,0.0216,116.869122,5.5278421,28.1094771,79.73012083,166.0176124
2014/12/1,0,457,20,4,4,59.2,8067,354.33,0.2736,0.0144,0.0018,3.362198,1.1114604,0.22168031,1.1389752,0.971290381,6.047006056,17.79973593,63.88576394,172.4619044,330400,330402,2014,12,-3.085656981,12,3,14.56901067,62.81534881,79.30362275,114.688814,20.19279821,28.21571224,74.61760773,194.9703015,24.3997759,179.7061074,84.93576746,92.63954423,26.60853055,260.519021,86.42686439,105.1937945,28.03962602,205.8706214,82.87782682,172.3985586,23.91182704,217.1425942,81.51794007,98.1659837,79.08077045,143.5753592,36.27693233,4.097672352,8.995660899,0.971290381,0.20642163,5.873046935,0.0189,9.00E-04,12.105322,3.618374699,14.93963892,84.79347038,146.7052736
2018/11/1,0,523.1,21,4,8,66,8242,571.4397,0.2412,9.00E-04,9.00E-04,3.746798,1.6502292,0.644729298,1.528746557,0.606225897,14.63927599,110.1697023,85.11791133,96.93746726,330400,330483,2018,11,-2.950567722,13,3,18.70562985,35.55883326,71.69287539,173.9895623,25.72408276,218.4684435,80.16223177,148.5100725,29.44937255,264.4668505,79.37229291,238.6733136,29.43918761,136.8595188,79.17248193,240.2356512,25.38960398,191.2634074,79.05609429,171.0020556,23.01204549,167.7026975,78.29919901,141.5000846,78.98186952,135.4635148,121.398993,4.204692619,9.017119634,0.606225897,0.643658664,6.349907402,0.0189,9.00E-04,12.105322,4.807286143,18.74479219,79.73012083,133.6002306
2013/6/1,0,212.2,52,10,3,53.8,14537.2,120.7503,2289.501,0.1539,0.0387,462.848368,0.6615216,0.734747039,0.4658616,0.561773973,25.75598041,291.6625383,79.3992635,95.69329653,331100,331121,2013,6,-3.852811146,26,5,23.27989314,201.8665865,75.42360263,122.2052087,17.05311775,205.5750276,71.11956698,115.8120992,14.06657459,171.6205232,72.75776438,138.8309456,10.27739747,123.4316994,80.91023357,47.63482962,6.974307634,26.43532066,75.88088511,98.09469472,8.312903647,135.2183187,76.81259156,89.54166441,76.04341539,108.9492526,233.0347175,4.003690194,9.584534947,0.559872674,0.73485808,4.801972226,0.1728,0.036,462.848368,5.45546947,23.46422187,72.81342099,106.8825258
2018/8/1,0,522.3,26,6,8,66.6,10137,197.4843,111.5748,0.0027,9.00E-04,36.857972,1.54612476,0.531277588,1.570514748,0.533663901,29.11205783,251.1224602,76.10510532,223.31669,330600,330602,2018,8,-2.952098237,43,8,29.23470621,115.113639,74.59585891,236.8741002,25.34110762,190.6059546,77.03227089,159.581397,23.46422187,196.4207545,75.47177159,138.3237343,18.81071492,117.318627,67.50412328,170.4053481,13.60631027,82.90289945,74.10692694,153.1219069,6.213579442,51.23684097,72.98297641,120.4198927,73.97129048,230.0953951,185.6140179,4.213607983,9.224046019,0.536984987,0.531532866,5.290710004,0.0189,9.00E-04,36.857972,5.229042408,29.55605406,75.48253272,232.2395179
2018/3/1,0,244.4,54,10,8,61.5,15480.8,113.0499,2385.4158,0.6849,0.1584,707.411434,0.084611952,0,0.125994528,0.265245456,14.86906306,110.4091433,75.38418929,138.2343214,331100,331123,2018,3,-3.711534145,28,5,8.30620963,46.00066533,71.77234114,122.9815666,7.503610807,101.111824,79.62189905,81.08599364,8.85625469,38.38398636,73.65787878,127.9816495,15.15808162,129.2609925,79.93322407,79.91356263,21.03531305,32.77609575,72.74068964,154.3159648,27.12948159,83.71589281,74.11053841,181.3269854,75.31725148,130.607944,85.84054421,4.135166557,9.647420419,0.265245456,0,4.736636072,0.6579,0.1674,707.411434,4.464073612,7.959079288,73.74085262,133.6002306
2016/1/1,0,918.8,2,1,6,76.2,16306.07,423.1125,374.0391,0.0171,9.00E-04,70.142276,4.050285329,0.388723424,6.349003665,0.698727569,5.010927495,132.4412234,82.78678057,69.60408831,330100,330110,2016,1,-2.387271901,7,1,7.843199683,131.8607996,79.9512067,79.71478992,13.35651923,210.1849873,88.01317663,54.55953593,18.70151128,118.5248072,78.19672998,150.4662316,22.82093371,136.1685166,80.16481353,122.1422172,26.51326523,229.99946,80.18476746,160.9166954,25.72915069,353.0648913,83.39859319,135.7709021,81.81372401,74.65943912,158.1623368,4.346399457,9.699354035,0.690883811,0.390064764,6.04999875,0.0189,9.00E-04,71.046186,5.069924667,7.959079288,78.04507809,73.75999639
2014/6/1,0,213.1,53,10,4,55.2,14840.8,148.6026,1306.5552,0.5481,0.0081,502.769314,0.55279746,0.578933209,0.497027497,0.518755667,25.60738278,375.2204713,79.54577545,124.0438927,331100,331122,2014,6,-3.848578833,23,5,21.85447502,340.4030397,79.29227608,91.95524327,18.73809313,117.0064147,76.10023703,110.5994627,13.22513661,213.2501001,77.52501724,109.1936502,8.566397636,141.9145453,80.23659883,78.32458746,8.193923209,17.2118074,69.66458428,166.565013,7.56860349,136.1699405,67.26021964,142.7067564,75.66067265,107.999568,277.5433086,4.028916757,9.605202803,0.511560347,0.588422476,5.007982445,0.5634,9.00E-04,502.769314,5.629573554,21.7765019,77.11403091,106.8825258
2021/9/1,0,712,40,7,11,68.7,13284,341.7102,539.1369,0.0099,9.00E-04,199.785967,1.810674,0.424735587,1.92458916,0.550023539,27.21514336,94.93884703,79.62487781,124.438751,330700,330782,2021,9,-2.642262461,21,4,27.98190705,290.3784017,81.77859981,124.438751,28.6788333,212.692472,66.82457478,213.8823466,25.71288651,351.0233736,82.97457115,94.82366878,22.90063287,335.3061855,73.28260295,164.8820764,17.77631826,89.74861827,68.19363622,159.1457947,13.78951084,171.6296884,75.49994042,86.79288723,75.45411473,124.438751,199.3365736,4.244200318,9.494390858,0.559872674,0.413375416,5.836885192,0.0189,9.00E-04,203.561224,5.29999882,28.1094771,83.24733558,125.9366788
2014/5/1,0,213.1,57,10,4,55.2,14840.8,39.159,1879.7913,0.7011,0.1008,728.275011,0.3960756,0.447958916,0.408117716,0.353307698,21.85447502,340.4030397,79.29227608,91.95524327,331100,331127,2014,5,-3.848578833,24,5,18.73809313,117.0064147,76.10023703,110.5994627,13.22513661,213.2501001,77.52501724,109.1936502,8.566397636,141.9145453,80.23659883,78.32458746,8.193923209,17.2118074,69.66458428,166.565013,7.56860349,136.1699405,67.26021964,142.7067564,14.27161548,92.98816257,73.30990502,134.2979642,74.76983402,101.277353,223.5531848,4.028916757,9.605202803,0.365615499,0.43997218,3.692846575,0.7011,0.1053,728.275011,5.414112583,18.74479219,80.66180699,100.1483795
2014/11/1,0,781.1,11,2,4,70.3,11045.4,251.3988,326.0934,0.0396,9.00E-04,82.268929,0.888768581,0,0.275042304,0,15.04372566,55.47894273,77.5489018,110.2851419,330200,330212,2014,11,-2.549637189,36,6,20.21063124,25.27622239,71.72987012,192.2379146,24.52238099,259.1551044,84.51645144,94.93482146,26.72776871,297.7027323,84.91115834,110.7844938,27.89631702,165.1902859,81.24237297,184.7341917,23.38683888,300.4496828,82.98126339,98.83399467,20.93561835,174.5908007,74.58413573,136.2368908,79.64487911,151.2615283,113.3034232,4.266896327,9.309859862,0,0,5.531010376,0.0189,9.00E-04,71.046186,4.738856519,20.32156853,84.79347038,153.2510823
2013/1/1,0,494.9,28,6,3,61,9785.55,563.2515,514.0458,0.1062,9.00E-04,69.476453,1.167310335,0.368515503,1.371266245,0.362796836,4.950534254,30.70290265,78.02965691,96.07521321,330600,330604,2013,1,-3.00598465,40,8,6.330102737,134.4043755,74.79581832,99.67541081,12.04704646,129.1437205,75.3669256,124.2191278,19.21285425,36.76948857,67.62485246,198.5378967,23.05013673,194.8924532,74.6325921,151.6891298,28.27222038,242.3688646,75.97470311,185.9013278,29.82385591,91.62223811,68.222563,255.2883089,73.52101593,97.87531201,98.08366622,4.127134385,9.188764273,0.365615499,0.357710246,6.335500074,0.1179,9.00E-04,71.046186,4.595964607,6.466127012,67.62485246,100.1483795
2014/1/1,0,495.6,26,6,4,62.1,9893.01,201.2949,113.8707,0.0198,9.00E-04,36.857972,1.232975057,0.296855333,1.054762142,0.390753056,7.132056996,29.69249175,69.38210492,163.3280154,330600,330602,2014,1,-3.004571222,43,8,6.198551409,97.04451042,67.70432507,123.3919802,13.30204811,53.73751775,69.64290329,151.1434366,19.3221275,220.312033,73.17146827,145.0370343,25.00265301,35.58771787,71.85925677,178.4175879,30.56301654,198.3341925,64.79152102,236.5259321,31.31178312,17.72863124,59.2130849,305.2959416,67.96638061,143.3599978,60.15817331,4.14472077,9.199684803,0.390373939,0.284822872,5.309726534,0.0189,9.00E-04,36.857972,4.113463513,6.466127012,72.81342099,146.7052736
2013/6/1,0,494.9,27,6,3,61,9785.55,253.1943,573.9885,0.0531,9.00E-04,116.869122,1.759441239,0.545524915,2.172474348,0.558165575,24.74598109,310.4034532,81.81404198,83.31705773,330600,330603,2013,6,-3.00598465,39,8,22.58010914,95.57892554,73.19628915,163.3652382,16.37900508,128.5641671,62.43455906,167.1079708,12.00402104,135.6774443,71.72731159,142.4648941,7.561853352,93.43857313,83.1589694,44.74933134,4.950534254,30.70290265,78.02965691,96.07521321,6.330102737,134.4043755,74.79581832,99.67541081,75.02237806,123.341148,178.1821819,4.127134385,9.188764273,0.559872674,0.531532866,5.538098935,0.072,9.00E-04,116.869122,5.188403064,22.65560618,71.85307176,125.9366788
2019/11/1,0,956.1,19,3,9,70.5,14904,360.7866,730.3905,0.0639,0.1413,221.628304,2.6883981,0.709132694,1.4077836,0.843110545,16.70679589,18.97388598,69.92470209,154.0275534,330300,330381,2019,11,-2.347477862,52,10,21.798867,72.84018381,73.48457648,175.6577565,26.16401319,109.8032308,71.01455799,219.4309975,28.9359515,196.3161471,78.96143492,200.7780881,27.96908677,216.2570562,86.47247549,135.5583552,24.55798901,348.2661164,88.33461764,93.69938973,21.32164878,110.8884558,74.71308172,129.1850279,77.5579209,164.842655,67.20576686,4.26969745,9.609452006,0.836748282,0.715216454,5.891054535,0.072,0.1368,226.174007,4.222529119,21.7765019,78.83347929,166.0176124
2022/3/1,0,1237.6,2,1,12,84,16632,409.2021,375.354,9.00E-04,0.0063,70.142276,3.898355458,0.305048611,3.886157381,0.390582807,14.03188386,231.6780844,81.87017922,92.89643077,330100,330110,2022,3,-2.089411073,7,1,5.042781009,121.7106933,88.90724523,71.3168189,6.405349252,112.5720747,79.04697344,132.1544198,8.354266219,16.15537132,75.23438472,108.7449057,13.1638604,66.45349996,73.11833805,122.5911097,19.9378315,87.66707169,69.31322366,151.2876325,26.85506338,68.90114152,71.21455195,228.1080128,76.95784232,82.10662484,155.3202841,4.442651256,9.719143953,0.390373939,0.309868979,6.016649965,0.0189,9.00E-04,71.046186,5.051907006,5.010927495,75.48253272,80.40632124
2014/6/1,0,213.1,55,10,4,55.2,14840.8,35.5878,912.4938,0.2799,0.0369,563.338489,0.62656308,0.597819798,0.551139677,0.565581931,25.60738278,375.2204713,79.54577545,124.0438927,331100,331125,2014,6,-3.848578833,29,5,21.85447502,340.4030397,79.29227608,91.95524327,18.73809313,117.0064147,76.10023703,110.5994627,13.22513661,213.2501001,77.52501724,109.1936502,8.566397636,141.9145453,80.23659883,78.32458746,8.193923209,17.2118074,69.66458428,166.565013,7.56860349,136.1699405,67.26021964,142.7067564,75.66067265,107.999568,277.5433086,4.028916757,9.605202803,0.559872674,0.588422476,3.599714852,0.2745,0.036,563.338489,5.629573554,21.7765019,77.11403091,106.8825258
2014/2/1,0,889.2,1,1,4,75.1,16024.48,378.7173,248.589,0.0423,9.00E-04,36.146003,2.564776684,0.609606332,2.458516629,0.483550177,5.956750435,174.1864387,81.66619854,67.45680109,330100,330109,2014,2,-2.42001819,6,1,6.320847336,31.77918061,67.75925713,164.118625,5.30815296,94.67470575,65.86593951,151.2876325,12.51456082,54.48299161,69.15388248,165.3522505,18.47821142,167.7370663,70.33305348,168.0180375,24.00212824,60.56957009,72.10867698,168.5711696,29.68825472,148.8453943,63.25226464,235.6151948,70.01989611,115.787713,100.2134417,4.332048265,9.681935235,0.488397369,0.608021028,5.939427028,0.0189,9.00E-04,36.857972,4.617231571,6.466127012,69.48806347,113.3259995
